job_indexed_id,url,title_clean,description_for_qa,gold_normalized_title,gold_role_family,gold_location_type,qa_fix_location_type,gold_location_city,qa_fix_location_city,gold_country,qa_fix_country,gold_employment_type,qa_fix_employment_type,gold_seniority,qa_fix_seniority,gold_salary_min,qa_fix_salary_min,gold_salary_max,qa_fix_salary_max,gold_salary_currency,qa_fix_salary_currency,gold_salary_period,qa_fix_salary_period,qa_status,qa_notes
132,https://job-boards.greenhouse.io/smartsheet/jobs/7398296,"VP, Product Management (Hybrid in Bangalore)","For over 20 years, Smartsheet has helped people and teams achieve–well, anything. From seamless work management to smart, scalable solutions, we’ve always worked with flow. We’re building tools that empower teams to automate the manual, uncover insights, and scale smarter. But more than that, we’re creating space– space to think big, take action, and unlock the kind of work that truly matters. Because when challenge meets purpose, and passion turns into progress, that’s magic at work, and it’s what we show up for everyday. We’re seeking a VP of Product Management to lead our Enterprise product",other,other,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1026,https://job-boards.greenhouse.io/webflow/jobs/7644879,Partner Solutions Engineer,"At Webflow, we’re building the world’s leading AI-native Digital Experience Platform, and we’re doing it as a remote-first company built on trust, transparency, and a whole lot of creativity. This work takes grit, because we move fast, without ever sacrificing craft or quality. Our mission is to bring development superpowers to everyone. From entrepreneurs launching their first idea to global enterprises scaling their digital presence, we empower teams to design, launch, and optimize for the web without barriers. We believe the future of the web, and work, is more open, more creative, and more",software_engineer,software_engineering,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
582,https://job-boards.greenhouse.io/gleanwork/jobs/4651832005,Enterprise Account Executive - Australia,"About Glean: Glean is the Work AI platform that helps everyone work smarter with AI. What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor lock-in or costly implementation cycles. At its core, Glean is redefining how enterprises find, use,",account_executive,sales,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1857,https://job-boards.greenhouse.io/capco/jobs/7513626,SC - Banking & Payments,"&nbsp; About the Team: Capco is a fully independent, global management and technology consultancy providing services to the Financial Services and Energy industries. For nearly 20 years we have combined innovative thinking with deep industry knowledge to deliver business consulting, digital transformation and technology services to our clients. Our collaborative and efficient approach helps clients reduce costs and manage risk and regulatory change while increasing revenues. We are thinkers, innovators, and disruptors. We are small enough to care but large enough to matter. We work in a fast-p",other,other,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
609,https://job-boards.greenhouse.io/gleanwork/jobs/4663833005,GSI Consulting Partner Manager,"About Glean: Glean is the Work AI platform that helps everyone work smarter with AI. What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor lock-in or costly implementation cycles. At its core, Glean is redefining how enterprises find, use,",other,other,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1618,https://job-boards.greenhouse.io/capco/jobs/6366595,Consultant - Change Management/Process Improvement,"About Capco Capco, a Wipro company, is a global technology and management consultancy specializing in driving digital transformation in the financial services and energy industry. With a growing client portfolio comprising of over 100 global organizations, Capco operates at the intersection of business and technology by combining innovative thinking with unrivalled industry knowledge to deliver end-to-end data-driven solutions and fast-track digital initiatives for banking and payments, capital markets, wealth and asset management, insurance, and the energy sector. Capco’s cutting-edge ingenui",consultant,consulting,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
98,https://job-boards.greenhouse.io/smartsheet/jobs/7435911,Sr. Analytics Engineer- Hybrid in Bangalore,"For over 20 years, Smartsheet has helped people and teams achieve–well, anything. From seamless work management to smart, scalable solutions, we’ve always worked with flow. We’re building tools that empower teams to automate the manual, uncover insights, and scale smarter. But more than that, we’re creating space– space to think big, take action, and unlock the kind of work that truly matters. Because when challenge meets purpose, and passion turns into progress, that’s magic at work, and it’s what we show up for everyday. Smartsheet is hiring a Senior Analytics Engineer to lead the way in dat",analytics_engineer,data_analytics,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
337,https://job-boards.greenhouse.io/canonical/jobs/4981245,Graduate Product Marketing Manager,"Canonical is a leading provider of open source software and operating systems to the global enterprise and technology markets. Our platform, Ubuntu, is very widely used in breakthrough enterprise initiatives such as public cloud, data science, AI, engineering innovation, and IoT. Our customers include the world's leading public cloud and silicon providers, and industry leaders in many sectors. The company is a pioneer of global distributed collaboration, with 1200+ colleagues in 75+ countries and very few office-based roles. Teams meet two to four times yearly in person, in interesting locatio",other,other,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1565,https://job-boards.greenhouse.io/capco/jobs/7295516,Business Analyst,"&nbsp; Business Analyst About the team: Capco is a global management and technology consultancy that specializes in advisory, implementation, and delivery of client-centered solutions across Financial Services, Energy, and Insurance industries. We support modern platform implementations, digital transformations, end-to-end IT delivery, omni-channel standardization, cloud-based data management, and predictive data analytics. Our collaborative and efficient approach helps clients reduce costs and manage risk and regulatory change while increasing revenues. We are thinkers, innovators, and disrup",business_analyst,business_analysis,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
79,https://job-boards.greenhouse.io/smartsheet/jobs/7403194,Principal Product Manager - Enterprise Solutions (Remote Eligible),"For over 20 years, Smartsheet has helped people and teams achieve–well, anything. From seamless work management to smart, scalable solutions, we’ve always worked with flow. We’re building tools that empower teams to automate the manual, uncover insights, and scale smarter. But more than that, we’re creating space– space to think big, take action, and unlock the kind of work that truly matters. Because when challenge meets purpose, and passion turns into progress, that’s magic at work, and it’s what we show up for everyday. Smartsheet is a tech company with a human story to tell. We’re here to",product_manager,product_management,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1422,https://job-boards.greenhouse.io/appier/jobs/7436263,"Senior Software Engineer, C++ Backend Development(Ad Cloud Bidding)","About Appier &nbsp; Appier is a software-as-a-service (SaaS) company that uses artificial intelligence (AI) to power business decision-making. Founded in 2012 with a vision of democratizing AI, Appier’s mission is turning AI into ROI by making software intelligent. Appier now has 17 offices across APAC, Europe and U.S., and is listed on the Tokyo Stock Exchange (Ticker number: 4180). Visit www.appier.com for more information. About the Ad Cloud Bidding Team The Ad Cloud Bidding Team is at the forefront of Appier's AI-driven advertising solutions. We develop high-throughput and low-latency syst",software_engineer,software_engineering,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
568,https://job-boards.greenhouse.io/gleanwork/jobs/4660077005,Corporate Account Executive,"About Glean: Glean is the Work AI platform that helps everyone work smarter with AI. What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor lock-in or costly implementation cycles. At its core, Glean is redefining how enterprises find, use,",account_executive,sales,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1820,https://job-boards.greenhouse.io/capco/jobs/7349051,Product / Domain Lead (AI + Banking domain) – Toronto - Hybrid,"Product / Domain Lead (AI + Banking domain) – Toronto - Hybrid &nbsp; Capco – The Future. Now. Capco is a distinctly and positively different place to work. Much more than consultants, we are active participants in the global financial services industry. Our passionate business and technology professionals enjoy a unique environment where they are actively encouraged to apply intellect, innovation, experience and teamwork. We ware dedicated to fully supporting our world class clients as they respond to challenges and opportunities in: Banking &amp; Payments, Capital Markets, Insurance, Wealth",other,other,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1157,https://job-boards.greenhouse.io/celonis/jobs/6268607003?gh_jid=6268607003,"Manager, Cloud Security","We're Celonis, the global leader in Process Intelligence technology and one of the world's fastest-growing SaaS firms. We believe there is a massive opportunity to unlock productivity by placing AI, data and intelligence at the core of business processes - and for that, we need your help. Care to join us? The Team: Within our InfoSec organization, Our global security engineering team is responsible for designing, building, and enhancing the underlying security components that help with securing the Celonis Application and Platforms stacks. We think about both offensively and defensively. We co",other,operations,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1789,https://job-boards.greenhouse.io/capco/jobs/7585729,Murex Consultant,"Shape the Future of Financial Services with Capco At&nbsp;Capco, we specialize in management consulting and software development, partnering with leading international banks and insurance companies across Western Europe. Our innovative approach and collaborative culture make us the ideal place for professionals looking to make an impact in financial services technology. Want to learn more about our culture and people? Visit us: Capco Careers Slovakia Why Join Us? Prestigious Clients &amp; Exciting Projects – Work with top-tier banks on transformation projects that redefine financial services.",consultant,consulting,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
80,https://job-boards.greenhouse.io/smartsheet/jobs/7538281,Principal SE - Big Data Platform,"For over 20 years, Smartsheet has helped people and teams achieve–well, anything. From seamless work management to smart, scalable solutions, we’ve always worked with flow. We’re building tools that empower teams to automate the manual, uncover insights, and scale smarter. But more than that, we’re creating space– space to think big, take action, and unlock the kind of work that truly matters. Because when challenge meets purpose, and passion turns into progress, that’s magic at work, and it’s what we show up for everyday. Our India Global Capability Center isn't just supporting global operati",other,other,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1470,https://job-boards.greenhouse.io/datacamp/jobs/7522434,Marketing Associate (Social Impact),"About DataCamp DataCamp powers data and AI transformation. With DataCamp, individuals, teams, and organizations of any size can learn the data and AI skills they need to thrive in the 21st century. With over 17M learners and 6,000+ organizations learning daily, DataCamp is a market leader in bridging the data and AI skills gap. Whether you’re fostering enterprise-wide data and AI literacy, developing core data skills, adopting generative AI, switching data warehouses, or navigating the cloud transition—DataCamp offers tailored learning programs to meet your organization’s unique needs. About y",marketing_specialist,marketing,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1969,https://job-boards.greenhouse.io/capco/jobs/7642364,Trade and Transaction Reporting Business Analyst / Project Manager,"Trade &amp; Transaction Reporting Consultant – Business Analyst / Project Manager Location: London (Hybrid) | Practice Area : FRRF – Financial Crime, Risk, Regulation &amp; Finance Transformation | Type: Permanent Drive regulatory clarity and control across global reporting regimes The Role Capco is seeking Business Analysts and Project Managers to join our FRRF practice, with a focus on trade and transaction reporting transformation. You’ll help financial institutions deliver reporting programmes across regimes such as EMIR Refit, MiFIR, SFTR, and CFTC, supporting enhanced transparency, opera",business_analyst,business_analysis,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1348,https://job-boards.greenhouse.io/thumbtack/jobs/7638142,"Senior Product Manager, Partnerships","Thumbtack helps millions of people confidently care for their homes. Thumbtack is the one app you need to take care of and improve your home — from personalized guidance to AI tools and a best-in-class hiring experience. Every day in every county of the U.S., people turn to Thumbtack to complete urgent repairs, seasonal maintenance and bigger improvements. We help homeowners know which projects to do, when to do them and who to hire from our growing community of 300,000 local service businesses. If making an impact inspires you, join us. Imagine what we’ll build together. About the Product Tea",product_manager,product_management,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1109,https://job-boards.greenhouse.io/celonis/jobs/7559335003?gh_jid=7559335003,Engineering Manager,"We're Celonis, the global leader in Process Intelligence technology and one of the world's fastest-growing SaaS firms. We believe there is a massive opportunity to unlock productivity by placing AI, data and intelligence at the core of business processes - and for that, we need your help. Care to join us? The Team: We're building a new engineering team to drive the productization of an exciting and innovative new project. The purpose of this project is to extend Celonis' process observability beyond company boundaries, enabling our customers with the power to share knowledge cross-organization",other,other,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1065,https://job-boards.greenhouse.io/celonis/jobs/7538022003?gh_jid=7538022003,Account Executive - State & Local Govt,"We're Celonis, the global leader in Process Intelligence technology and one of the world's fastest-growing SaaS firms. We believe there is a massive opportunity to unlock productivity by placing AI, data and intelligence at the core of business processes - and for that, we need your help. Care to join us? The Team: The Account Executive, a pivotal member of our enterprise sales team, is dedicated to driving growth by acquiring new clients across the region. This role is solely focused on expanding our footprint in the State and Local Government for VA/MD/DC. Leveraging top-tier products and ef",account_executive,sales,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
781,https://job-boards.greenhouse.io/grafanalabs/jobs/5786043004,"Observability Architect | Washington, DC | Remote","Grafana Labs is a remote-first, open-source powerhouse. There are more than 20M users of Grafana, the open source visualization tool, around the globe, monitoring everything from beehives to climate change in the Alps. The instantly recognizable dashboards have been spotted everywhere from a NASA launch and Minecraft HQ to Wimbledon and the Tour de France. Grafana Labs also helps more than 3,000 companies -- including Bloomberg, JPMorgan Chase, and eBay -- manage their observability strategies with the Grafana LGTM Stack, which can be run fully managed with Grafana Cloud or self-managed with t",other,other,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
18,https://job-boards.greenhouse.io/omadahealth/jobs/7562427,Senior Member Growth Manager,"Omada Health is on a mission to inspire and engage people in lifelong health, one step at a time.&nbsp;&nbsp; Job overview Omada’s Member Growth team is focused on the first part of Omada’s mission – to inspire people everywhere to take the first step toward lasting, healthy change. We understand our audience, know what makes Omada different, connect these two things to tell a great story, then measure and optimize its success.&nbsp; Role Overview As a Senior Member Growth Manager, you will lead our consumer enrollment initiatives, focusing on driving program adoption across various industries",other,other,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1877,https://job-boards.greenhouse.io/capco/jobs/7663030,Senior Consultant - Banking and Payments,"The Capital Markets Company seeks Senior Consultant in Banking &amp; Payments, Retail in New York, NY, to serve as Business Analyst on workstreams supporting the delivery of end-to-end bank launches, conversions, and transformations. Requirements: Bachelor’s degree or foreign equivalent in any field and five (5) years of progressively responsible experience in the job offered or related occupation: supporting&nbsp; end-to-end delivery of digital transformation initiatives driving operational excellence; leveraging Lean Six Sigma methodologies to optimize operations and drive continuous improve",consultant,consulting,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
911,https://job-boards.greenhouse.io/correlationone/jobs/5799850004,Lead Instructor: Machine Learning Data Associate,"Correlation One develops workforce skills for the AI economy Enterprises and governments work with us to develop talent and close critical data, digital, and technology skills gaps. Our global programs, including training programs and data competitions, also empower underrepresented communities and accelerate careers. Our mission is to create equal access to the data-driven jobs of the future. We partner with top employers and government organizations to make that a reality, including Amazon, Coca-Cola, Johnson &amp; Johnson, the U.S. State Department, and the U.S. Department of Defense. Our s",other,other,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
668,https://job-boards.greenhouse.io/gleanwork/jobs/4656042005,Senior Partner Marketing Manager (Channel),"About Glean: Glean is the Work AI platform that helps everyone work smarter with AI. What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor lock-in or costly implementation cycles. At its core, Glean is redefining how enterprises find, use,",other,marketing,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1958,https://job-boards.greenhouse.io/capco/jobs/7513649,Technical Business Analyst,"About the team: Capco is a fully independent, global management and technology consultancy. For nearly 20 years we have combined innovative thinking with deep industry knowledge to deliver business consulting, digital transformation and technology services to Finance and Energy markets. Our collaborative and efficient approach helps clients reduce costs and manage risk and regulatory change while increasing revenues. We are thinkers, innovators, and disruptors. We are small enough to care but large enough to matter. About the Job: As a Technical Business Analyst, you will be responsible for&nb",business_analyst,business_analysis,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
603,https://job-boards.greenhouse.io/gleanwork/jobs/4659409005,Forward Deployed Product Manager,"About Glean: Glean is the Work AI platform that helps everyone work smarter with AI. What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor lock-in or costly implementation cycles. At its core, Glean is redefining how enterprises find, use,",product_manager,product_management,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
872,https://job-boards.greenhouse.io/grafanalabs/jobs/5806328004,Staff GTM Engineer (AI & Automation) | US | Remote,"Grafana Labs is a remote-first, open-source powerhouse. There are more than 20M users of Grafana, the open source visualization tool, around the globe, monitoring everything from beehives to climate change in the Alps. The instantly recognizable dashboards have been spotted everywhere from a NASA launch and Minecraft HQ to Wimbledon and the Tour de France. Grafana Labs also helps more than 3,000 companies -- including Bloomberg, JPMorgan Chase, and eBay -- manage their observability strategies with the Grafana LGTM Stack, which can be run fully managed with Grafana Cloud or self-managed with t",other,other,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
83,https://job-boards.greenhouse.io/smartsheet/jobs/6160665,"Regional Director, Commercial Sales","For over 20 years, Smartsheet has helped people and teams achieve–well, anything. From seamless work management to smart, scalable solutions, we’ve always worked with flow. We’re building tools that empower teams to automate the manual, uncover insights, and scale smarter. But more than that, we’re creating space– space to think big, take action, and unlock the kind of work that truly matters. Because when challenge meets purpose, and passion turns into progress, that’s magic at work, and it’s what we show up for everyday. Smartsheet is currently seeking a Regional Director, Commercial Sales t",other,other,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
997,https://job-boards.greenhouse.io/levio/jobs/8404709002,Proposal Writer,"Are you looking to thrive in a stimulating work environment? &nbsp; Join Levio, a leader in digital transformation, and take your career to the next level. You will work alongside high‑caliber professionals on ambitious, large‑scale projects. At Levio, we value expertise, curiosity, and continuous improvement — and we give you the space to grow. About the Role &nbsp; Levio is looking for a Proposal Writer with 5-8 years of experience to lead our end-to-end proposal process for Government of Canada bids. This role will manage our bid development and submission process.&nbsp; Why Join Levio? &nb",other,other,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1839,https://job-boards.greenhouse.io/capco/jobs/6528877,Project Manager - Insurance,"Joining Capco means joining an organization that is committed to an inclusive working environment where you’re encouraged to #BeYourselfAtWork. We celebrate individuality and recognize that diversity and inclusion, in all forms, is critical to success. It’s important to us that we recruit and develop as diverse a range of talent as we can and we believe that everyone brings something different to the table – so we’d love to know what makes you different. Such differences may mean we need to make changes to our process to allow you the best possible platform to succeed, and we are happy to cate",other,other,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1250,https://job-boards.greenhouse.io/celonis/jobs/6320587003?gh_jid=6320587003,Senior Services Consultant (AI & Process Analytics),"We're Celonis, the global leader in Process Intelligence technology and one of the world's fastest-growing SaaS firms. We believe there is a massive opportunity to unlock productivity by placing AI, data and intelligence at the core of business processes - and for that, we need your help. Care to join us? The Team: Celonis Services is a strategic services organization that focuses on the technical aspects of our customers' journeys as well as generating tangible business value during the engagements. It includes Consulting Services, Academy and Customer Support. We are thought leaders with dee",consultant,consulting,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1675,https://job-boards.greenhouse.io/capco/jobs/6220286,Enterprise Data Modeller,"Malaysia Joining Capco means joining an organisation that is committed to an inclusive working environment where you’re encouraged to #BeYourselfAtWork. We celebrate individuality and recognize that diversity and inclusion, in all forms, is critical to success. It’s important to us that we recruit and develop as diverse a range of talent as we can and we believe that everyone brings something different to the table – so we’d love to know what makes you different. Such differences may mean we need to make changes to our process to allow you the best possible platform to succeed, and we are happ",other,other,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1336,https://job-boards.greenhouse.io/thumbtack/jobs/7278486,"Head of Brand Production Studio, Brand Marketing","Thumbtack helps millions of people confidently care for their homes. Thumbtack is the one app you need to take care of and improve your home — from personalized guidance to AI tools and a best-in-class hiring experience. Every day in every county of the U.S., people turn to Thumbtack to complete urgent repairs, seasonal maintenance and bigger improvements. We help homeowners know which projects to do, when to do them and who to hire from our growing community of 300,000 local service businesses. If making an impact inspires you, join us. Imagine what we’ll build together. About the Brand Marke",other,other,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1572,https://job-boards.greenhouse.io/capco/jobs/7560479,Business Analyst Consultant,"The Role Capco is looking for a confirmed Business Analyst to join our Business Consulting practice. This role offers the opportunity to deliver real change for clients across Capital Markets, Retail Banking, Payments, Insurance, and Wealth &amp; Asset Management. You will bring strong business analysis skills, combined with domain expertise, to help solve complex challenges and enable lasting transformation. Working in a consulting environment, you will collaborate with stakeholders across business and technology to define and deliver pragmatic, results-driven outcomes. &nbsp; What You’ll Do",business_analyst,business_analysis,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1933,https://job-boards.greenhouse.io/capco/jobs/7519425,Senior Product Manager - Product & Experience,"Senior Product Manager – Product &amp; Experience Location: London (Hybrid) | Practice Area: Product &amp; Experience | Type: Permanent Shape meaningful products that improve customer outcomes across financial services and energy. The Role &nbsp; As a Senior Product Manager within Capco’s Product &amp; Experience practice, you will lead product strategy in complex, regulated financial services environments, with&nbsp; AI &nbsp;and data as core enablers of value. Working closely with clients and Capco teams, you will create products and experiences that are valuable, usable, and commercially su",product_manager,product_management,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1928,https://job-boards.greenhouse.io/capco/jobs/4895405,Senior Java Engineer,"ABOUT CAPCO Capco is a global technology and management consultancy dedicated to the financial services industry. We combine innovative thinking with unrivalled industry knowledge, to offer our clients consulting expertise, complex technology and package integration, transformation delivery and managed services to move their organizations forward. We specialize primarily in banking &amp; payments, capital markets, wealth &amp; asset management and insurance We have a collaborative and efficient approach We help our clients successfully innovate, increase revenue, manage risk and regulatory cha",software_engineer,software_engineering,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
418,https://job-boards.greenhouse.io/canonical/jobs/4633682,Regional BDR Team Manager,"Canonical is a leading provider of open source software and operating systems to the global enterprise and technology markets. Our platform, Ubuntu, is very widely used in breakthrough enterprise initiatives such as public cloud, data science, AI, engineering innovation, and IoT. Our customers include the world's leading public cloud and silicon providers, and industry leaders in many sectors. The company is a pioneer of global distributed collaboration, with 1200+ colleagues in 75+ countries and very few office-based roles. Teams meet two to four times yearly in person, in interesting locatio",business_development_representative,sales,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
669,https://job-boards.greenhouse.io/gleanwork/jobs/4649589005,Senior Payroll Analyst - Shift (4 PM – 1 AM IST),"About Glean: Glean is the Work AI platform that helps everyone work smarter with AI. What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor lock-in or costly implementation cycles. At its core, Glean is redefining how enterprises find, use,",other,other,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
715,https://job-boards.greenhouse.io/gleanwork/jobs/4656233005,"Tech Lead Manager, Billing and Insights","About Glean: Glean is the Work AI platform that helps everyone work smarter with AI. What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor lock-in or costly implementation cycles. At its core, Glean is redefining how enterprises find, use,",other,other,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
1624,https://job-boards.greenhouse.io/capco/jobs/7411438,Consultant - Wealth & Asset Management,"About the Team: Capco is a global business and technology consultancy, focused on the financial services sector. We are passionate about helping our clients succeed in an ever-changing industry. Capco’s Wealth &amp; Asset Management practice welcomes industry change as an opportunity to transform the way wealth and asset managers service their clients. As technology advances and generations evolve, wealth managers must embrace innovation to stay relevant and compete with their peers. At Capco, we combine deep expertise with practical industry know-how to help our clients confront some of their",consultant,consulting,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
908,https://job-boards.greenhouse.io/correlationone/jobs/5462211004,Lead Instructor: Data Analytics (General Interest),"Correlation One develops workforce skills for the AI economy Enterprises and governments work with us to develop talent and close critical data, digital, and technology skills gaps. Our global programs, including training programs and data competitions, also empower underrepresented communities and accelerate careers. Our mission is to create equal access to the data-driven jobs of the future. We partner with top employers and government organizations to make that a reality, including Amazon, Coca-Cola, Johnson &amp; Johnson, the U.S. State Department, and the U.S. Department of Defense. Our s",other,other,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
646,https://job-boards.greenhouse.io/gleanwork/jobs/4665663005,Product Marketing Manager (Competitive Intelligence),"About Glean: Glean is the Work AI platform that helps everyone work smarter with AI. What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor lock-in or costly implementation cycles. At its core, Glean is redefining how enterprises find, use,",marketing_specialist,marketing,,__NO_CHANGE__,,,,,,__NO_CHANGE__,,__NO_CHANGE__,,,,,,,,__NO_CHANGE__,,
